Date,Open,High,Low,Close,Volume,Ticker
2006-04-04,66.7476,66.8084,66.6241,66.7038,154047.43302704,IEF
2006-04-05,66.8941,66.9031,66.7725,66.8612,123292.75614054,IEF
2006-04-06,66.7566,66.7725,66.6082,66.672,351102.42625413,IEF
2006-04-07,66.5235,66.5673,66.2934,66.3691,157078.02902275,IEF
2006-04-10,66.4219,66.4647,66.3452,66.4467,143276.21903768,IEF
2006-04-11,66.5773,66.6241,66.4647,66.5773,186629.10054363,IEF
2006-04-12,66.5932,66.664,66.3452,66.4139,244161.23625271,IEF
2006-04-13,66.1808,66.2655,66.0503,66.0682,212915.6811145,IEF
2006-04-17,66.2486,66.3771,66.133,66.3183,196448.67325974,IEF
2006-04-18,66.4647,66.6082,66.3183,66.5335,334507.93059167,IEF
2006-04-19,66.3352,66.3641,66.1998,66.3452,155752.95889544,IEF
2006-04-20,66.3183,66.3541,66.1998,66.2854,155506.01400809,IEF
2006-04-21,66.3691,66.4369,66.2226,66.4219,131404.79530625,IEF
2006-04-24,66.4139,66.6241,66.385,66.5075,143886.55436904,IEF
2006-04-25,66.4837,66.4837,66.0852,66.0931,292367.68902041,IEF
2006-04-26,66.1011,66.117,65.9805,66.0593,92409.587605323,IEF
2006-04-27,66.0234,66.3352,65.9726,66.2406,160960.88603214,IEF
2006-04-28,66.2486,66.3541,66.139,66.3541,85632.656976972,IEF
2006-05-01,65.9228,65.9805,65.6956,65.7534,205523.39594976,IEF
2006-05-02,65.7774,65.9149,65.7126,65.862,106453.32327272,IEF
2006-05-03,65.862,65.8779,65.617,65.7674,141214.32961232,IEF
2006-05-04,65.8292,65.8292,65.6718,65.7286,233865.84289997,IEF
2006-05-05,65.9577,66.0324,65.8112,65.8869,103183.81311771,IEF
2006-05-08,65.9726,65.9805,65.8022,65.9228,99797.857406045,IEF
2006-05-09,65.8959,65.9149,65.7853,65.8959,72187.210548866,IEF
2006-05-10,66.0085,66.1011,65.8202,65.9317,119413.91449516,IEF
2006-05-11,65.8351,65.8351,65.6867,65.8112,246709.98856576,IEF
2006-05-12,65.5921,65.7026,65.5373,65.5671,163137.21333215,IEF
2006-05-15,65.5612,65.8521,65.5612,65.7026,128493.65639021,IEF
2006-05-16,65.87,66.0324,65.8022,65.9577,104403.47993943,IEF
2006-05-17,65.7454,65.8441,65.6389,65.7634,297086.74558742,IEF
2006-05-18,66.0324,66.2316,65.9637,66.2316,204073.84953777,IEF
2006-05-19,66.1718,66.3771,66.0852,66.1908,270806.18806257,IEF
2006-05-22,66.4369,66.5155,66.2655,66.2774,228900.84528661,IEF
2006-05-23,66.1539,66.2774,66.1011,66.2575,124135.98258519,IEF
2006-05-24,66.4737,66.5075,66.3262,66.3541,207951.68734214,IEF
2006-05-25,66.3999,66.4369,66.2067,66.2486,219931.52590217,IEF
2006-05-26,66.2934,66.4647,66.2774,66.3013,215576.86362017,IEF
2006-05-30,66.2724,66.3013,66.139,66.2486,115780.01005513,IEF
2006-05-31,66.3183,66.3183,65.9995,66.0413,134311.91885827,IEF
2006-06-01,65.7454,65.9407,65.7196,65.9149,116391.3492275,IEF
2006-06-02,66.3262,66.4369,66.1998,66.4139,489167.70663209,IEF
2006-06-05,66.391,66.4049,66.2406,66.2854,121355.34299986,IEF
2006-06-06,66.2406,66.385,66.1808,66.3452,116874.19675116,IEF
2006-06-07,66.2486,66.3183,66.1618,66.2575,171859.58782922,IEF
2006-06-08,66.3641,66.5932,66.2934,66.3452,184820.17905166,IEF
2006-06-09,66.385,66.5673,66.3691,66.5075,89501.460212295,IEF
2006-06-12,66.4557,66.5155,66.391,66.4737,148364.68909472,IEF
2006-06-13,66.6012,66.631,66.4557,66.5673,135154.14146191,IEF
2006-06-14,66.3771,66.4219,66.125,66.125,200435.92973372,IEF
2006-06-15,66.0772,66.1011,65.9637,65.9805,135887.94923696,IEF
2006-06-16,66.125,66.125,65.87,65.9407,152715.3360127,IEF
2006-06-19,65.8959,65.9228,65.7674,65.862,81392.432569601,IEF
2006-06-20,65.87,65.87,65.7534,65.8112,127408.50426322,IEF
2006-06-21,65.8779,65.8779,65.7674,65.8022,218603.44425185,IEF
2006-06-22,65.7365,65.7534,65.5921,65.5921,136371.80060162,IEF
2006-06-23,65.609,65.6638,65.4695,65.5373,202982.67436475,IEF
2006-06-26,65.5612,65.5671,65.4287,65.4955,320213.23467288,IEF
2006-06-27,65.5542,65.6867,65.5283,65.6638,280860.65957398,IEF
2006-06-28,65.5921,65.6389,65.4287,65.4555,278199.47706833,IEF
2006-06-29,65.5671,65.7454,65.5612,65.7196,397729.83712012,IEF
2006-06-30,65.7943,66.0324,65.7026,65.9577,151877.12877308,IEF
2006-07-03,65.7126,65.7286,65.5821,65.6638,49898.928703022,IEF
2006-07-05,65.5542,65.5542,65.346,65.4287,2074532.802829,IEF
2006-07-06,65.4785,65.6299,65.4555,65.6299,160353.5622238,IEF
2006-07-07,65.7943,65.9049,65.7026,65.8351,332575.53665602,IEF
2006-07-10,65.7853,65.8959,65.7634,65.8869,161317.24958911,IEF
2006-07-11,65.9805,66.0852,65.9487,65.9637,202499.8268411,IEF
2006-07-12,65.8521,66.0234,65.8292,66.0234,138427.66698095,IEF
2006-07-13,66.0324,66.1718,65.9805,66.1618,416387.22604896,IEF
2006-07-14,66.1618,66.2575,66.117,66.2146,481538.51499004,IEF
2006-07-17,66.139,66.2067,66.0503,66.1539,185784.87025797,IEF
2006-07-18,66.0413,66.0413,65.8441,65.9049,220540.85739253,IEF
2006-07-19,65.7674,66.3262,65.7674,66.3183,284981.4269017,IEF
2006-07-20,66.2486,66.4647,66.2226,66.4557,360433.12840056,IEF
2006-07-21,66.5504,66.5593,66.3352,66.4139,349167.02079547,IEF
2006-07-24,66.4369,66.4647,66.3641,66.4139,437214.91923175,IEF
2006-07-25,66.3183,66.4557,66.2724,66.3541,213760.91524116,IEF
2006-07-26,66.3352,66.5593,66.3083,66.5155,190993.80123568,IEF
2006-07-27,66.6012,66.6012,66.4219,66.5075,89867.862179314,IEF
2006-07-28,66.7038,66.7725,66.656,66.6878,108150.81841308,IEF
2006-07-31,66.7228,66.7984,66.656,66.7984,108642.70050579,IEF
2006-08-01,66.4647,66.5504,66.391,66.5504,118204.2860835,IEF
2006-08-02,66.5504,66.672,66.4647,66.6082,110448.61047474,IEF
2006-08-03,66.6082,66.7307,66.5235,66.6241,135038.69974628,IEF
2006-08-04,66.9638,66.9807,66.8532,66.9559,190268.02418868,IEF
2006-08-07,66.9031,66.912,66.8164,66.8612,209037.84331013,IEF
2006-08-08,66.8532,66.9638,66.7795,66.8691,143152.746594,IEF
2006-08-09,66.6798,66.8453,66.6798,66.8363,134074.00853996,IEF
2006-08-10,66.8532,66.8532,66.664,66.8532,201890.49535073,IEF
2006-08-11,66.6798,66.7128,66.6161,66.639,232535.75356764,IEF
2006-08-14,66.5773,66.6012,66.5075,66.5235,232168.34775962,IEF
2006-08-15,66.7894,66.9031,66.7566,66.8453,178278.14721859,IEF
